Region_name_en,Region_Name_fr,Week_Number,Begin_of_Week_Date,End_of_Week_Date,Activity_Level,PR_HRUID
Québec et Chaudieres-Appalaches,Québec et Chaudieres-Appalaches,202407,2024-02-11,2024-02-17,2,2412
Centre-du-Québec,Centre-du-Québec,202407,2024-02-11,2024-02-17,2,2404
Montréal et Laval,Montréal et Laval,202407,2024-02-11,2024-02-17,2,2413
Ouest-du-Québec,Ouest-du-Québec,202407,2024-02-11,2024-02-17,2,2414
Montérégie,Montérégie,202407,2024-02-11,2024-02-17,2,2416
Central East,Centre-Est,202407,2024-02-11,2024-02-17,3,3570
Central West,Centre-Ouest,202407,2024-02-11,2024-02-17,3,3527
Eastern,Est,202407,2024-02-11,2024-02-17,3,3551
North East,Nord-Est,202407,2024-02-11,2024-02-17,3,3547
North West,Nord-Ouest,202407,2024-02-11,2024-02-17,3,3549
South West,Sud-Ouest,202407,2024-02-11,2024-02-17,3,3531
Toronto,Toronto,202407,2024-02-11,2024-02-17,3,3595
North,Nord,202407,2024-02-11,2024-02-17,2,4708
Central,Centre,202407,2024-02-11,2024-02-17,2,4705
South,Sud,202407,2024-02-11,2024-02-17,2,4701
North Zone,Du nord,202407,2024-02-11,2024-02-17,2,4835
Edmonton,Edmonton,202407,2024-02-11,2024-02-17,2,4834
Central Zone,Centre,202407,2024-02-11,2024-02-17,2,4833
Calgary,Calgary,202407,2024-02-11,2024-02-17,2,4832
South Zone,Du sud,202407,2024-02-11,2024-02-17,2,4831
Interior,Intérieur,202407,2024-02-11,2024-02-17,2,5911
Fraser,Fraser,202407,2024-02-11,2024-02-17,2,5921
Vancouver Coastal,Vancouver Coastal,202407,2024-02-11,2024-02-17,3,5931
Vancouver Island,Île de Vancouver,202407,2024-02-11,2024-02-17,3,5941
Northern,Nord,202407,2024-02-11,2024-02-17,2,5951
Yukon,Yukon,202407,2024-02-11,2024-02-17,2,6001
North,Région nord des TNO,202407,2024-02-11,2024-02-17,2,6101
South,Région sud des TNO,202407,2024-02-11,2024-02-17,1,6103
Qikiqtaaluk,Qikiqtaaluk,202407,2024-02-11,2024-02-17,1,6204
Kivalliq,Kivalliq,202407,2024-02-11,2024-02-17,2,6205
Kitimeot,Kitimeot,202407,2024-02-11,2024-02-17,2,6208
Eastern,Est,202408,2024-02-18,2024-02-24,3,1011
Labrador-Grenfell,Grenfell Labrador,202408,2024-02-18,2024-02-24,2,1014
Central,Centre,202408,2024-02-18,2024-02-24,2,1012
Western,Ouest,202408,2024-02-18,2024-02-24,2,1013
Prince Edward Island,Île-du-Prince-Édouard,202408,2024-02-18,2024-02-24,2,1103
Zone 1 - Western,Zone 1 - Ouest,202408,2024-02-18,2024-02-24,3,1211
Zone 2 - Northern,Zone 2 - Nord,202408,2024-02-18,2024-02-24,2,1234
Zone 3 - Eastern,Zone 3 - Est,202408,2024-02-18,2024-02-24,2,1247
Zone 4 - Central,Zone 4 - Centrale,202408,2024-02-18,2024-02-24,2,1269
Region 1,Région de santé publique 1,202408,2024-02-18,2024-02-24,2,1301
Region 2,Région de santé publique 2,202408,2024-02-18,2024-02-24,2,1302
Region 3,Région de santé publique 3,202408,2024-02-18,2024-02-24,3,1303
Region 4,Région de santé publique 4,202408,2024-02-18,2024-02-24,2,1304
Region 5,Région de santé publique 5,202408,2024-02-18,2024-02-24,2,1305
Region 6,Région de santé publique 6,202408,2024-02-18,2024-02-24,2,1306
Region 7,Région de santé publique 7,202408,2024-02-18,2024-02-24,2,1307
Nord-est,Nord-est,202408,2024-02-18,2024-02-24,2,2410
Québec et Chaudieres-Appalaches,Québec et Chaudieres-Appalaches,202408,2024-02-18,2024-02-24,2,2412
Centre-du-Québec,Centre-du-Québec,202408,2024-02-18,2024-02-24,2,2404
Montréal et Laval,Montréal et Laval,202408,2024-02-18,2024-02-24,2,2413
Ouest-du-Québec,Ouest-du-Québec,202408,2024-02-18,2024-02-24,2,2414
Montérégie,Montérégie,202408,2024-02-18,2024-02-24,2,2416
Central East,Centre-Est,202408,2024-02-18,2024-02-24,3,3570
Central West,Centre-Ouest,202408,2024-02-18,2024-02-24,3,3527
Eastern,Est,202408,2024-02-18,2024-02-24,3,3551
North East,Nord-Est,202408,2024-02-18,2024-02-24,3,3547
North West,Nord-Ouest,202408,2024-02-18,2024-02-24,3,3549
South West,Sud-Ouest,202408,2024-02-18,2024-02-24,3,3531
Toronto,Toronto,202408,2024-02-18,2024-02-24,3,3595
North,Nord,202408,2024-02-18,2024-02-24,2,4708
Central,Centre,202408,2024-02-18,2024-02-24,2,4705
South,Sud,202408,2024-02-18,2024-02-24,3,4701
North Zone,Du nord,202408,2024-02-18,2024-02-24,2,4835
Edmonton,Edmonton,202408,2024-02-18,2024-02-24,2,4834
Central Zone,Centre,202408,2024-02-18,2024-02-24,2,4833
Calgary,Calgary,202408,2024-02-18,2024-02-24,2,4832
South Zone,Du sud,202408,2024-02-18,2024-02-24,2,4831
Interior,Intérieur,202408,2024-02-18,2024-02-24,2,5911
Fraser,Fraser,202408,2024-02-18,2024-02-24,3,5921
Vancouver Coastal,Vancouver Coastal,202408,2024-02-18,2024-02-24,3,5931
Vancouver Island,Île de Vancouver,202408,2024-02-18,2024-02-24,2,5941
Northern,Nord,202408,2024-02-18,2024-02-24,3,5951
Yukon,Yukon,202408,2024-02-18,2024-02-24,2,6001
North,Région nord des TNO,202408,2024-02-18,2024-02-24,2,6101
South,Région sud des TNO,202408,2024-02-18,2024-02-24,1,6103
Qikiqtaaluk,Qikiqtaaluk,202408,2024-02-18,2024-02-24,1,6204
Kivalliq,Kivalliq,202408,2024-02-18,2024-02-24,2,6205
Kitimeot,Kitimeot,202408,2024-02-18,2024-02-24,1,6208
Eastern,Est,202409,2024-02-25,2024-03-02,2,1011
Labrador-Grenfell,Grenfell Labrador,202409,2024-02-25,2024-03-02,2,1014
Central,Centre,202409,2024-02-25,2024-03-02,2,1012
Western,Ouest,202409,2024-02-25,2024-03-02,2,1013
Prince Edward Island,Île-du-Prince-Édouard,202409,2024-02-25,2024-03-02,2,1103
Zone 1 - Western,Zone 1 - Ouest,202409,2024-02-25,2024-03-02,3,1211
Zone 2 - Northern,Zone 2 - Nord,202409,2024-02-25,2024-03-02,2,1234
Zone 3 - Eastern,Zone 3 - Est,202409,2024-02-25,2024-03-02,2,1247
Zone 4 - Central,Zone 4 - Centrale,202409,2024-02-25,2024-03-02,2,1269
Region 1,Région de santé publique 1,202409,2024-02-25,2024-03-02,2,1301
Region 2,Région de santé publique 2,202409,2024-02-25,2024-03-02,2,1302
Region 3,Région de santé publique 3,202409,2024-02-25,2024-03-02,3,1303
Region 4,Région de santé publique 4,202409,2024-02-25,2024-03-02,2,1304
Region 5,Région de santé publique 5,202409,2024-02-25,2024-03-02,2,1305
Region 6,Région de santé publique 6,202409,2024-02-25,2024-03-02,2,1306
Region 7,Région de santé publique 7,202409,2024-02-25,2024-03-02,1,1307
Nord-est,Nord-est,202409,2024-02-25,2024-03-02,2,2410
Québec et Chaudieres-Appalaches,Québec et Chaudieres-Appalaches,202409,2024-02-25,2024-03-02,2,2412
Centre-du-Québec,Centre-du-Québec,202409,2024-02-25,2024-03-02,2,2404
Montréal et Laval,Montréal et Laval,202409,2024-02-25,2024-03-02,2,2413
Ouest-du-Québec,Ouest-du-Québec,202409,2024-02-25,2024-03-02,2,2414
Montérégie,Montérégie,202409,2024-02-25,2024-03-02,2,2416
Central East,Centre-Est,202409,2024-02-25,2024-03-02,3,3570
Central West,Centre-Ouest,202409,2024-02-25,2024-03-02,3,3527
Eastern,Est,202409,2024-02-25,2024-03-02,3,3551
North East,Nord-Est,202409,2024-02-25,2024-03-02,3,3547
North West,Nord-Ouest,202409,2024-02-25,2024-03-02,3,3549
South West,Sud-Ouest,202409,2024-02-25,2024-03-02,3,3531
Toronto,Toronto,202409,2024-02-25,2024-03-02,3,3595
North,Nord,202409,2024-02-25,2024-03-02,2,4708
Central,Centre,202409,2024-02-25,2024-03-02,2,4705
South,Sud,202409,2024-02-25,2024-03-02,2,4701
North Zone,Du nord,202409,2024-02-25,2024-03-02,2,4835
Edmonton,Edmonton,202409,2024-02-25,2024-03-02,2,4834
Central Zone,Centre,202409,2024-02-25,2024-03-02,2,4833
Calgary,Calgary,202409,2024-02-25,2024-03-02,2,4832
South Zone,Du sud,202409,2024-02-25,2024-03-02,2,4831
Interior,Intérieur,202409,2024-02-25,2024-03-02,3,5911
Fraser,Fraser,202409,2024-02-25,2024-03-02,2,5921
Vancouver Coastal,Vancouver Coastal,202409,2024-02-25,2024-03-02,3,5931
Vancouver Island,Île de Vancouver,202409,2024-02-25,2024-03-02,2,5941
Northern,Nord,202409,2024-02-25,2024-03-02,3,5951
Yukon,Yukon,202409,2024-02-25,2024-03-02,2,6001
North,Région nord des TNO,202409,2024-02-25,2024-03-02,2,6101
South,Région sud des TNO,202409,2024-02-25,2024-03-02,2,6103
Qikiqtaaluk,Qikiqtaaluk,202409,2024-02-25,2024-03-02,1,6204
Kivalliq,Kivalliq,202409,2024-02-25,2024-03-02,2,6205
Kitimeot,Kitimeot,202409,2024-02-25,2024-03-02,1,6208
Eastern,Est,202410,2024-03-03,2024-03-09,2,1011
Labrador-Grenfell,Grenfell Labrador,202410,2024-03-03,2024-03-09,2,1014
Central,Centre,202410,2024-03-03,2024-03-09,1,1012
Western,Ouest,202410,2024-03-03,2024-03-09,2,1013
Prince Edward Island,Île-du-Prince-Édouard,202410,2024-03-03,2024-03-09,3,1103
Zone 1 - Western,Zone 1 - Ouest,202410,2024-03-03,2024-03-09,3,1211
Zone 2 - Northern,Zone 2 - Nord,202410,2024-03-03,2024-03-09,3,1234
Zone 3 - Eastern,Zone 3 - Est,202410,2024-03-03,2024-03-09,2,1247
Zone 4 - Central,Zone 4 - Centrale,202410,2024-03-03,2024-03-09,2,1269
Region 1,Région de santé publique 1,202410,2024-03-03,2024-03-09,2,1301
Region 2,Région de santé publique 2,202410,2024-03-03,2024-03-09,2,1302
Region 3,Région de santé publique 3,202410,2024-03-03,2024-03-09,3,1303
Region 4,Région de santé publique 4,202410,2024-03-03,2024-03-09,2,1304
Region 5,Région de santé publique 5,202410,2024-03-03,2024-03-09,2,1305
Region 6,Région de santé publique 6,202410,2024-03-03,2024-03-09,2,1306
Region 7,Région de santé publique 7,202410,2024-03-03,2024-03-09,1,1307
Nord-est,Nord-est,202410,2024-03-03,2024-03-09,2,2410
Québec et Chaudieres-Appalaches,Québec et Chaudieres-Appalaches,202410,2024-03-03,2024-03-09,2,2412
Centre-du-Québec,Centre-du-Québec,202410,2024-03-03,2024-03-09,2,2404
Montréal et Laval,Montréal et Laval,202410,2024-03-03,2024-03-09,2,2413
Ouest-du-Québec,Ouest-du-Québec,202410,2024-03-03,2024-03-09,2,2414
Montérégie,Montérégie,202410,2024-03-03,2024-03-09,2,2416
Central East,Centre-Est,202410,2024-03-03,2024-03-09,3,3570
Central West,Centre-Ouest,202410,2024-03-03,2024-03-09,3,3527
Eastern,Est,202410,2024-03-03,2024-03-09,3,3551
North East,Nord-Est,202410,2024-03-03,2024-03-09,3,3547
North West,Nord-Ouest,202410,2024-03-03,2024-03-09,3,3549
South West,Sud-Ouest,202410,2024-03-03,2024-03-09,3,3531
Toronto,Toronto,202410,2024-03-03,2024-03-09,3,3595
North,Nord,202410,2024-03-03,2024-03-09,2,4708
Central,Centre,202410,2024-03-03,2024-03-09,2,4705
South,Sud,202410,2024-03-03,2024-03-09,2,4701
North Zone,Du nord,202410,2024-03-03,2024-03-09,2,4835
Edmonton,Edmonton,202410,2024-03-03,2024-03-09,2,4834
Central Zone,Centre,202410,2024-03-03,2024-03-09,2,4833
Calgary,Calgary,202410,2024-03-03,2024-03-09,3,4832
South Zone,Du sud,202410,2024-03-03,2024-03-09,2,4831
Interior,Intérieur,202410,2024-03-03,2024-03-09,2,5911
Fraser,Fraser,202410,2024-03-03,2024-03-09,2,5921
Vancouver Coastal,Vancouver Coastal,202410,2024-03-03,2024-03-09,3,5931
Vancouver Island,Île de Vancouver,202410,2024-03-03,2024-03-09,2,5941
Northern,Nord,202410,2024-03-03,2024-03-09,3,5951
Yukon,Yukon,202410,2024-03-03,2024-03-09,2,6001
North,Région nord des TNO,202410,2024-03-03,2024-03-09,2,6101
South,Région sud des TNO,202410,2024-03-03,2024-03-09,2,6103
Qikiqtaaluk,Qikiqtaaluk,202410,2024-03-03,2024-03-09,1,6204
Kivalliq,Kivalliq,202410,2024-03-03,2024-03-09,2,6205
Kitimeot,Kitimeot,202410,2024-03-03,2024-03-09,1,6208
Eastern,Est,202411,2024-03-10,2024-03-16,2,1011
Labrador-Grenfell,Grenfell Labrador,202411,2024-03-10,2024-03-16,2,1014
Central,Centre,202411,2024-03-10,2024-03-16,2,1012
Western,Ouest,202411,2024-03-10,2024-03-16,2,1013
Prince Edward Island,Île-du-Prince-Édouard,202411,2024-03-10,2024-03-16,2,1103
Zone 1 - Western,Zone 1 - Ouest,202411,2024-03-10,2024-03-16,3,1211
Zone 2 - Northern,Zone 2 - Nord,202411,2024-03-10,2024-03-16,3,1234
Zone 3 - Eastern,Zone 3 - Est,202411,2024-03-10,2024-03-16,2,1247
Zone 4 - Central,Zone 4 - Centrale,202411,2024-03-10,2024-03-16,2,1269
Region 1,Région de santé publique 1,202411,2024-03-10,2024-03-16,3,1301
Region 2,Région de santé publique 2,202411,2024-03-10,2024-03-16,3,1302
Region 3,Région de santé publique 3,202411,2024-03-10,2024-03-16,3,1303
Region 4,Région de santé publique 4,202411,2024-03-10,2024-03-16,2,1304
Region 5,Région de santé publique 5,202411,2024-03-10,2024-03-16,2,1305
Region 6,Région de santé publique 6,202411,2024-03-10,2024-03-16,2,1306
Region 7,Région de santé publique 7,202411,2024-03-10,2024-03-16,2,1307
Nord-est,Nord-est,202411,2024-03-10,2024-03-16,2,2410
Québec et Chaudieres-Appalaches,Québec et Chaudieres-Appalaches,202411,2024-03-10,2024-03-16,2,2412
Centre-du-Québec,Centre-du-Québec,202411,2024-03-10,2024-03-16,2,2404
Montréal et Laval,Montréal et Laval,202411,2024-03-10,2024-03-16,2,2413
Ouest-du-Québec,Ouest-du-Québec,202411,2024-03-10,2024-03-16,2,2414
Montérégie,Montérégie,202411,2024-03-10,2024-03-16,2,2416
Central East,Centre-Est,202411,2024-03-10,2024-03-16,3,3570
Central West,Centre-Ouest,202411,2024-03-10,2024-03-16,3,3527
Eastern,Est,202411,2024-03-10,2024-03-16,3,3551
North East,Nord-Est,202411,2024-03-10,2024-03-16,3,3547
North West,Nord-Ouest,202411,2024-03-10,2024-03-16,2,3549
South West,Sud-Ouest,202411,2024-03-10,2024-03-16,3,3531
Toronto,Toronto,202411,2024-03-10,2024-03-16,3,3595
North,Nord,202411,2024-03-10,2024-03-16,2,4708
Central,Centre,202411,2024-03-10,2024-03-16,2,4705
South,Sud,202411,2024-03-10,2024-03-16,3,4701
North Zone,Du nord,202411,2024-03-10,2024-03-16,2,4835
Edmonton,Edmonton,202411,2024-03-10,2024-03-16,2,4834
Central Zone,Centre,202411,2024-03-10,2024-03-16,2,4833
Calgary,Calgary,202411,2024-03-10,2024-03-16,2,4832
South Zone,Du sud,202411,2024-03-10,2024-03-16,2,4831
Interior,Intérieur,202411,2024-03-10,2024-03-16,2,5911
Fraser,Fraser,202411,2024-03-10,2024-03-16,2,5921
Vancouver Coastal,Vancouver Coastal,202411,2024-03-10,2024-03-16,3,5931
Vancouver Island,Île de Vancouver,202411,2024-03-10,2024-03-16,3,5941
Northern,Nord,202411,2024-03-10,2024-03-16,2,5951
Yukon,Yukon,202411,2024-03-10,2024-03-16,2,6001
North,Région nord des TNO,202411,2024-03-10,2024-03-16,2,6101
South,Région sud des TNO,202411,2024-03-10,2024-03-16,2,6103
Qikiqtaaluk,Qikiqtaaluk,202411,2024-03-10,2024-03-16,1,6204
Kivalliq,Kivalliq,202411,2024-03-10,2024-03-16,2,6205
Kitimeot,Kitimeot,202411,2024-03-10,2024-03-16,2,6208
Eastern,Est,202412,2024-03-17,2024-03-23,2,1011
Labrador-Grenfell,Grenfell Labrador,202412,2024-03-17,2024-03-23,2,1014
Central,Centre,202412,2024-03-17,2024-03-23,2,1012
Western,Ouest,202412,2024-03-17,2024-03-23,2,1013
Prince Edward Island,Île-du-Prince-Édouard,202412,2024-03-17,2024-03-23,2,1103
Zone 1 - Western,Zone 1 - Ouest,202412,2024-03-17,2024-03-23,3,1211
Zone 2 - Northern,Zone 2 - Nord,202412,2024-03-17,2024-03-23,3,1234
Zone 3 - Eastern,Zone 3 - Est,202412,2024-03-17,2024-03-23,2,1247
Zone 4 - Central,Zone 4 - Centrale,202412,2024-03-17,2024-03-23,2,1269
Region 1,Région de santé publique 1,202412,2024-03-17,2024-03-23,2,1301
Region 2,Région de santé publique 2,202412,2024-03-17,2024-03-23,3,1302
Region 3,Région de santé publique 3,202412,2024-03-17,2024-03-23,3,1303
Region 4,Région de santé publique 4,202412,2024-03-17,2024-03-23,2,1304
Region 5,Région de santé publique 5,202412,2024-03-17,2024-03-23,2,1305
Region 6,Région de santé publique 6,202412,2024-03-17,2024-03-23,2,1306
Region 7,Région de santé publique 7,202412,2024-03-17,2024-03-23,3,1307
Nord-est,Nord-est,202412,2024-03-17,2024-03-23,2,2410
Québec et Chaudieres-Appalaches,Québec et Chaudieres-Appalaches,202412,2024-03-17,2024-03-23,2,2412
Centre-du-Québec,Centre-du-Québec,202412,2024-03-17,2024-03-23,2,2404
Montréal et Laval,Montréal et Laval,202412,2024-03-17,2024-03-23,2,2413
Ouest-du-Québec,Ouest-du-Québec,202412,2024-03-17,2024-03-23,2,2414
Montérégie,Montérégie,202412,2024-03-17,2024-03-23,2,2416
Central East,Centre-Est,202412,2024-03-17,2024-03-23,3,3570
Central West,Centre-Ouest,202412,2024-03-17,2024-03-23,3,3527
Eastern,Est,202412,2024-03-17,2024-03-23,3,3551
North East,Nord-Est,202412,2024-03-17,2024-03-23,3,3547
North West,Nord-Ouest,202412,2024-03-17,2024-03-23,2,3549
South West,Sud-Ouest,202412,2024-03-17,2024-03-23,3,3531
Toronto,Toronto,202412,2024-03-17,2024-03-23,3,3595
North,Nord,202412,2024-03-17,2024-03-23,2,4708
Central,Centre,202412,2024-03-17,2024-03-23,2,4705
South,Sud,202412,2024-03-17,2024-03-23,2,4701
North Zone,Du nord,202412,2024-03-17,2024-03-23,2,4835
Edmonton,Edmonton,202412,2024-03-17,2024-03-23,2,4834
Central Zone,Centre,202412,2024-03-17,2024-03-23,2,4833
Calgary,Calgary,202412,2024-03-17,2024-03-23,2,4832
South Zone,Du sud,202412,2024-03-17,2024-03-23,2,4831
Interior,Intérieur,202412,2024-03-17,2024-03-23,2,5911
Fraser,Fraser,202412,2024-03-17,2024-03-23,3,5921
Vancouver Coastal,Vancouver Coastal,202412,2024-03-17,2024-03-23,2,5931
Vancouver Island,Île de Vancouver,202412,2024-03-17,2024-03-23,2,5941
Northern,Nord,202412,2024-03-17,2024-03-23,2,5951
Yukon,Yukon,202412,2024-03-17,2024-03-23,2,6001
North,Région nord des TNO,202412,2024-03-17,2024-03-23,2,6101
South,Région sud des TNO,202412,2024-03-17,2024-03-23,2,6103
Qikiqtaaluk,Qikiqtaaluk,202412,2024-03-17,2024-03-23,2,6204
Kivalliq,Kivalliq,202412,2024-03-17,2024-03-23,3,6205
Kitimeot,Kitimeot,202412,2024-03-17,2024-03-23,1,6208
Eastern,Est,202413,2024-03-24,2024-03-30,2,1011
Labrador-Grenfell,Grenfell Labrador,202413,2024-03-24,2024-03-30,1,1014
Central,Centre,202413,2024-03-24,2024-03-30,1,1012
Western,Ouest,202413,2024-03-24,2024-03-30,2,1013
Prince Edward Island,Île-du-Prince-Édouard,202413,2024-03-24,2024-03-30,2,1103
Zone 1 - Western,Zone 1 - Ouest,202413,2024-03-24,2024-03-30,2,1211
Zone 2 - Northern,Zone 2 - Nord,202413,2024-03-24,2024-03-30,3,1234
Zone 3 - Eastern,Zone 3 - Est,202413,2024-03-24,2024-03-30,2,1247
Zone 4 - Central,Zone 4 - Centrale,202413,2024-03-24,2024-03-30,2,1269
Region 1,Région de santé publique 1,202413,2024-03-24,2024-03-30,3,1301
Region 2,Région de santé publique 2,202413,2024-03-24,2024-03-30,3,1302
Region 3,Région de santé publique 3,202413,2024-03-24,2024-03-30,3,1303
Region 4,Région de santé publique 4,202413,2024-03-24,2024-03-30,2,1304
Region 5,Région de santé publique 5,202413,2024-03-24,2024-03-30,2,1305
Region 6,Région de santé publique 6,202413,2024-03-24,2024-03-30,2,1306
Region 7,Région de santé publique 7,202413,2024-03-24,2024-03-30,2,1307
Nord-est,Nord-est,202413,2024-03-24,2024-03-30,2,2410
Québec et Chaudieres-Appalaches,Québec et Chaudieres-Appalaches,202413,2024-03-24,2024-03-30,2,2412
Centre-du-Québec,Centre-du-Québec,202413,2024-03-24,2024-03-30,2,2404
Montréal et Laval,Montréal et Laval,202413,2024-03-24,2024-03-30,2,2413
Ouest-du-Québec,Ouest-du-Québec,202413,2024-03-24,2024-03-30,2,2414
Montérégie,Montérégie,202413,2024-03-24,2024-03-30,2,2416
Central East,Centre-Est,202413,2024-03-24,2024-03-30,3,3570
Central West,Centre-Ouest,202413,2024-03-24,2024-03-30,3,3527
Eastern,Est,202413,2024-03-24,2024-03-30,3,3551
North East,Nord-Est,202413,2024-03-24,2024-03-30,3,3547
North West,Nord-Ouest,202413,2024-03-24,2024-03-30,2,3549
South West,Sud-Ouest,202413,2024-03-24,2024-03-30,3,3531
Toronto,Toronto,202413,2024-03-24,2024-03-30,3,3595
North,Nord,202413,2024-03-24,2024-03-30,2,4708
Central,Centre,202413,2024-03-24,2024-03-30,2,4705
South,Sud,202413,2024-03-24,2024-03-30,2,4701
North Zone,Du nord,202413,2024-03-24,2024-03-30,2,4835
Edmonton,Edmonton,202413,2024-03-24,2024-03-30,3,4834
Central Zone,Centre,202413,2024-03-24,2024-03-30,2,4833
Calgary,Calgary,202413,2024-03-24,2024-03-30,2,4832
South Zone,Du sud,202413,2024-03-24,2024-03-30,2,4831
Interior,Intérieur,202413,2024-03-24,2024-03-30,2,5911
Fraser,Fraser,202413,2024-03-24,2024-03-30,3,5921
Vancouver Coastal,Vancouver Coastal,202413,2024-03-24,2024-03-30,3,5931
Vancouver Island,Île de Vancouver,202413,2024-03-24,2024-03-30,2,5941
Northern,Nord,202413,2024-03-24,2024-03-30,2,5951
Yukon,Yukon,202413,2024-03-24,2024-03-30,1,6001
North,Région nord des TNO,202413,2024-03-24,2024-03-30,2,6101
South,Région sud des TNO,202413,2024-03-24,2024-03-30,1,6103
Qikiqtaaluk,Qikiqtaaluk,202413,2024-03-24,2024-03-30,2,6204
Kivalliq,Kivalliq,202413,2024-03-24,2024-03-30,3,6205
Kitimeot,Kitimeot,202413,2024-03-24,2024-03-30,2,6208
Eastern,Est,202414,2024-03-31,2024-04-06,2,1011
Labrador-Grenfell,Grenfell Labrador,202414,2024-03-31,2024-04-06,2,1014
Central,Centre,202414,2024-03-31,2024-04-06,2,1012
Western,Ouest,202414,2024-03-31,2024-04-06,2,1013
Prince Edward Island,Île-du-Prince-Édouard,202414,2024-03-31,2024-04-06,2,1103
Zone 1 - Western,Zone 1 - Ouest,202414,2024-03-31,2024-04-06,2,1211
Zone 2 - Northern,Zone 2 - Nord,202414,2024-03-31,2024-04-06,2,1234
Zone 3 - Eastern,Zone 3 - Est,202414,2024-03-31,2024-04-06,2,1247
Zone 4 - Central,Zone 4 - Centrale,202414,2024-03-31,2024-04-06,2,1269
Region 1,Région de santé publique 1,202414,2024-03-31,2024-04-06,2,1301
Region 2,Région de santé publique 2,202414,2024-03-31,2024-04-06,3,1302
Region 3,Région de santé publique 3,202414,2024-03-31,2024-04-06,2,1303
Region 4,Région de santé publique 4,202414,2024-03-31,2024-04-06,2,1304
Region 5,Région de santé publique 5,202414,2024-03-31,2024-04-06,2,1305
Region 6,Région de santé publique 6,202414,2024-03-31,2024-04-06,2,1306
Region 7,Région de santé publique 7,202414,2024-03-31,2024-04-06,3,1307
Nord-est,Nord-est,202414,2024-03-31,2024-04-06,2,2410
Québec et Chaudieres-Appalaches,Québec et Chaudieres-Appalaches,202414,2024-03-31,2024-04-06,2,2412
Centre-du-Québec,Centre-du-Québec,202414,2024-03-31,2024-04-06,2,2404
Montréal et Laval,Montréal et Laval,202414,2024-03-31,2024-04-06,2,2413
Ouest-du-Québec,Ouest-du-Québec,202414,2024-03-31,2024-04-06,2,2414
Montérégie,Montérégie,202414,2024-03-31,2024-04-06,2,2416
Central East,Centre-Est,202414,2024-03-31,2024-04-06,3,3570
Central West,Centre-Ouest,202414,2024-03-31,2024-04-06,3,3527
Eastern,Est,202414,2024-03-31,2024-04-06,3,3551
North East,Nord-Est,202414,2024-03-31,2024-04-06,3,3547
North West,Nord-Ouest,202414,2024-03-31,2024-04-06,2,3549
South West,Sud-Ouest,202414,2024-03-31,2024-04-06,3,3531
Toronto,Toronto,202414,2024-03-31,2024-04-06,3,3595
North,Nord,202414,2024-03-31,2024-04-06,3,4708
Central,Centre,202414,2024-03-31,2024-04-06,2,4705
South,Sud,202414,2024-03-31,2024-04-06,2,4701
North Zone,Du nord,202414,2024-03-31,2024-04-06,2,4835
Edmonton,Edmonton,202414,2024-03-31,2024-04-06,3,4834
Central Zone,Centre,202414,2024-03-31,2024-04-06,3,4833
Calgary,Calgary,202414,2024-03-31,2024-04-06,2,4832
South Zone,Du sud,202414,2024-03-31,2024-04-06,2,4831
Interior,Intérieur,202414,2024-03-31,2024-04-06,2,5911
Fraser,Fraser,202414,2024-03-31,2024-04-06,2,5921
Vancouver Coastal,Vancouver Coastal,202414,2024-03-31,2024-04-06,2,5931
Vancouver Island,Île de Vancouver,202414,2024-03-31,2024-04-06,2,5941
Northern,Nord,202414,2024-03-31,2024-04-06,3,5951
Yukon,Yukon,202414,2024-03-31,2024-04-06,2,6001
North,Région nord des TNO,202414,2024-03-31,2024-04-06,1,6101
South,Région sud des TNO,202414,2024-03-31,2024-04-06,2,6103
Qikiqtaaluk,Qikiqtaaluk,202414,2024-03-31,2024-04-06,2,6204
Kivalliq,Kivalliq,202414,2024-03-31,2024-04-06,2,6205
Kitimeot,Kitimeot,202414,2024-03-31,2024-04-06,1,6208
Eastern,Est,202415,2024-04-07,2024-04-13,2,1011
Labrador-Grenfell,Grenfell Labrador,202415,2024-04-07,2024-04-13,1,1014
Central,Centre,202415,2024-04-07,2024-04-13,2,1012
Western,Ouest,202415,2024-04-07,2024-04-13,2,1013
Prince Edward Island,Île-du-Prince-Édouard,202415,2024-04-07,2024-04-13,2,1103
Zone 1 - Western,Zone 1 - Ouest,202415,2024-04-07,2024-04-13,2,1211
Zone 2 - Northern,Zone 2 - Nord,202415,2024-04-07,2024-04-13,2,1234
Zone 3 - Eastern,Zone 3 - Est,202415,2024-04-07,2024-04-13,2,1247
Zone 4 - Central,Zone 4 - Centrale,202415,2024-04-07,2024-04-13,2,1269
Region 1,Région de santé publique 1,202415,2024-04-07,2024-04-13,2,1301
Region 2,Région de santé publique 2,202415,2024-04-07,2024-04-13,2,1302
Region 3,Région de santé publique 3,202415,2024-04-07,2024-04-13,3,1303
Region 4,Région de santé publique 4,202415,2024-04-07,2024-04-13,2,1304
Region 5,Région de santé publique 5,202415,2024-04-07,2024-04-13,2,1305
Region 6,Région de santé publique 6,202415,2024-04-07,2024-04-13,2,1306
Region 7,Région de santé publique 7,202415,2024-04-07,2024-04-13,2,1307
Nord-est,Nord-est,202415,2024-04-07,2024-04-13,2,2410
Québec et Chaudieres-Appalaches,Québec et Chaudieres-Appalaches,202415,2024-04-07,2024-04-13,2,2412
Centre-du-Québec,Centre-du-Québec,202415,2024-04-07,2024-04-13,2,2404
